A212,Stilecroft Dr. West of Sharpecroft Blvd.,6,2022-05-04T00:00:00Z,44872,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,325,297,358,159,261,60,-,-,-,-,-,-,-,-,-,-,-,-
A213,Weston Rd. Near Coronado Court,7,2022-04-25T00:00:00Z,44845,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,137,407,296,386,555,241,168,-,-,-,-,-,-,-,-,-,-,-,-,-
A214,Spenvalley Dr. Near Whitbread Cres.,7,2022-04-19T00:00:00Z,44845,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142,302,354,130,191,189,100,-,-,-,-,-,-,-,-,-,-,-,-,-
A215,Dufferin St. South of Claver Ave.,8,2022-05-04T00:00:00Z,44930,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,642,432,155,757,505,494,578,522,58,-,-,-,-,-,-,-,-,-,-
A216,Orfus Rd. West of Dufferin St.,8,2022-05-04T00:00:00Z,44872,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,592,511,248,544,534,486,16,-,-,-,-,-,-,-,-,-,-,-,-
A217,Rogers Rd. Near 382 Rogers Rd.,9,2022-04-14T00:00:00Z,44858,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,784,174,111,400,678,124,150,-,-,-,-,-,-,-,-,-,-,-,-,-
A218,Dufferin St. South of Dufferin Park Ave.,9,2022-04-14T00:00:00Z,44858,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2087,240,137,659,651,684,451,-,-,-,-,-,-,-,-,-,-,-,-,-
A219,Spadina Ave. South of Bloor St. W.,11,2022-05-06T00:00:00Z,44760,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,194,494,427,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A220,Manning Ave. South of Lennox St.,11,2022-04-14T00:00:00Z,44865,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,280,308,644,329,349,629,14,-,-,-,-,-,-,-,-,-,-,-,-,-
A221,St. Clair Ave. W. Near Crang Ave.,12,2022-05-04T00:00:00Z,44872,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,8,21,14,15,22,5,-,-,-,-,-,-,-,-,-,-,-,-
A222,Warren Rd. North of Lonsdale Rd.,12,2022-05-25T00:00:00Z,44872,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,492,786,393,719,382,438,137,-,-,-,-,-,-,-,-,-,-,-,-
A223,Carlton St. Near Homewood Ave.,13,2022-05-06T00:00:00Z,44865,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,305,177,267,260,197,231,-,-,-,-,-,-,-,-,-,-,-,-,-
A224,Shuter St. East of Sackville St.,13,2022-04-21T00:00:00Z,44865,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,493,1391,1480,1841,698,570,826,-,-,-,-,-,-,-,-,-,-,-,-,-
A225,O'Connor Dr. West of Lankin Blvd.,14,2022-05-19T00:00:00Z,44886,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,325,1978,901,2112,1929,270,127,-,-,-,-,-,-,-,-,-,-,-,-
A226,Cosburn Ave. Near Roosevelt Rd.,14,2022-06-02T00:00:00Z,44886,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150,36,412,336,186,47,-,-,-,-,-,-,-,-,-,-,-,-
A227,York Mills Rd. West of Banbury Rd.,15,2022-05-19T00:00:00Z,44886,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,453,600,277,1031,752,967,301,-,-,-,-,-,-,-,-,-,-,-,-
A228,Park Lane Circle Near 60 Park Lane Circle,15,2022-05-19T00:00:00Z,44886,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113,253,85,313,197,359,200,-,-,-,-,-,-,-,-,-,-,-,-
A229,The Donway E. North of Greenland Rd.,16,2022-05-19T00:00:00Z,44886,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,116,1716,697,600,844,340,517,-,-,-,-,-,-,-,-,-,-,-,-
A230,The Donway W. Near Duncairn Rd.,16,2022-06-02T00:00:00Z,44886,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,660,286,559,575,144,271,-,-,-,-,-,-,-,-,-,-,-,-
A231,McNicoll Ave. Near Sexton Cres.,17,2022-05-25T00:00:00Z,44930,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,515,230,504,216,29,366,361,-,-,-,-,-,-,-,-,-,-,-
A232,Don Mills Rd. South of Freshmeadow Dr.,17,2022-05-25T00:00:00Z,44886,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95,1393,671,587,1081,689,237,-,-,-,-,-,-,-,-,-,-,-,-
A233,Finch Ave. E. Near Manorcrest Dr.,18,2022-05-25T00:00:00Z,44872,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,572,138,312,506,489,106,-,-,-,-,-,-,-,-,-,-,-,-
A234,Churchill Ave. West of Abbotsford Rd.,18,2022-05-25T00:00:00Z,44872,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,134,97,198,73,104,39,-,-,-,-,-,-,-,-,-,-,-,-
A235,St. Clair Ave. E. West of Marilyn Cres.,19,2022-06-07T00:00:00Z,44892,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73,279,379,141,181,197,-,-,-,-,-,-,-,-,-,-,-,-
A236,Kingston Rd. Near Glen Manor Dr.,19,2022-06-07T00:00:00Z,44893,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,170,116,455,853,493,-,-,-,-,-,-,-,-,-,-,-,-
A237,Danforth Ave. East of Birchmount Rd.,20,2022-06-02T00:00:00Z,44893,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138,105,31,147,141,142,-,-,-,-,-,-,-,-,-,-,-,-
A238,Corvette Ave. Near Cleta Dr.,20,2022-06-02T00:00:00Z,44831,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119,23,51,39,54,62,-,-,-,-,-,-,-,-,-,-,-,-
A239,Pharmacy Ave. North of Sherwood Ave.,21,2022-06-02T00:00:00Z,44893,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,33,516,389,596,409,-,-,-,-,-,-,-,-,-,-,-,-
A240,Antrim Cres. Near 11 Antrim Cres.,21,2022-06-02T00:00:00Z,44893,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,102,102,170,98,222,192,-,-,-,-,-,-,-,-,-,-,-,-
A241,Pharmacy Ave. Near 2300 Pharmacy Ave.,22,2022-05-25T00:00:00Z,44900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,292,600,478,571,754,834,23,-,-,-,-,-,-,-,-,-,-,-
A242,Dunmurray Blvd. Near Groomsport Cres.,22,2022-06-17T00:00:00Z,44900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,10,19,11,7,18,3,-,-,-,-,-,-,-,-,-,-,-
A243,Sandhurst Circle Near 1571 Sandhurst Circle,23,2022-06-17T00:00:00Z,44900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,166,345,349,276,222,336,49,-,-,-,-,-,-,-,-,-,-,-
A244,Seasons Dr. East of Oasis Blvd.,23,2022-06-02T00:00:00Z,44900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180,215,450,314,183,213,22,-,-,-,-,-,-,-,-,-,-,-
A245,Morningside Ave. Near Warnsworth St.,24,2022-05-11T00:00:00Z,44893,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,326,279,516,452,448,677,585,-,-,-,-,-,-,-,-,-,-,-,-
A246,Galloway Rd. Near Coronation Dr.,24,2022-06-01T00:00:00Z,44893,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,968,555,783,121,539,422,-,-,-,-,-,-,-,-,-,-,-,-
A247,Brenyon Way Near 200 Brenyon Way,25,2022-05-11T00:00:00Z,44900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,197,176,272,182,266,378,235,36,-,-,-,-,-,-,-,-,-,-,-
A248,Old Finch Ave. West of Littles Rd.,25,2022-05-11T00:00:00Z,44900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,320,196,282,233,334,300,32,-,-,-,-,-,-,-,-,-,-,-
A249,Spadina Ave. Northbound Near Glen Morris St.,11,2022-09-06T00:00:00Z,44865,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,633,1047,-,-,-,-,-,-,-,-,-,-,-,-,-
A016,Ridge Hill Dr. Westbound West of Old Park Rd.,8,2023-07-14T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,537,504,359,134,305
A017,Caledonia Rd. Southbound North of Rogers Rd.,9,2023-08-10T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,640,519,310,349
A018,Gladstone Ave. Southbound South of Cross St.,9,2023-02-21T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,587,496,424,228,835,821,576,484,598
A037,Main St. Northbound South of Swanwick Ave.,19,2023-02-17T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,65,38,60,54,95,71,66,67,218
A055,Mimico Ave. Westbound West of Station Rd.,3,2023-02-09T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201,361,343,544,369,672,501,386,83,217
A250,Kipling Ave. Northbound North of Rowntree Rd.,1,2022-10-19T00:00:00Z,45111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,406,501,820,284,493,256,363,346,66,-,-,-,-
A251,Humberwood Blvd. South of Pinecone Dr.,1,2022-10-19T00:00:00Z,45111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91,361,377,665,399,605,300,451,472,87,-,-,-,-
A252,Bloor St. W. Westbound Near 4034 Bloor St. W.,2,2022-11-02T00:00:00Z,45118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,328,171,653,722,1271,700,568,980,464,-,-,-,-
A253,Allanhurst Dr. Westbound Near Mulham Place,2,2022-11-02T00:00:00Z,45118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,214,175,156,88,113,149,148,97,13,-,-,-,-
A254,Burnhamthorpe Rd. West of Dundas St. W.,3,2022-10-27T00:00:00Z,45118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,424,358,284,155,176,141,209,152,58,-,-,-,-
A255,Norseman St. Near Lothian Ave.,3,2022-10-27T00:00:00Z,45118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,495,477,616,327,417,43,260,288,102,-,-,-,-
A256,Dundas St. W. Eastbound East of Watkinson Ave.,4,2022-11-09T00:00:00Z,45119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,89,282,49,129,55,170,166,101,-,-,-,-
A258,Keele St. Southbound Near Nashville Ave.,5,2022-11-02T00:00:00Z,45112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157,267,329,93,43,106,123,244,73,-,-,-,-
A259,Emmett Ave. Eastbound Near 75 Emmett Ave.,5,2022-11-02T00:00:00Z,45112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,360,317,164,88,145,86,111,151,22,-,-,-,-
A260,Keele St. Northbound North of Wandle Ave.,6,2022-11-16T00:00:00Z,45111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,1015,1139,725,1268,258,666,858,123,-,-,-,-
A261,Giltspur Dr. Westbound Near 120 Giltspur Dr.,6,2022-11-16T00:00:00Z,45113,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,268,286,216,147,132,177,177,174,30,-,-,-,-
A262,Weston Rd. South of Burgundy Court.,7,2022-10-19T00:00:00Z,45111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,754,1250,1144,1033,684,628,534,476,681,139,-,-,-,-
A263,Duncanwoods Dr. West of Gracedale Blvd.,7,2022-10-19T00:00:00Z,45111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157,400,128,158,117,183,117,148,181,14,-,-,-,-
A264,Neptune Dr. Eastbound West of Bathurst St.,8,2023-01-12T00:00:00Z,45112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142,142,126,75,56,111,15,-,-,-,-
A265,Glengrove Ave. W. Westbound West of Glen Castle St.,8,2022-11-16T00:00:00Z,45112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,179,324,171,116,153,180,308,253,56,-,-,-,-
A266,Ossington Ave. Northbound North of Churchill Ave.,9,2022-11-10T00:00:00Z,45139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,347,238,397,321,282,332,482,409,425,9,-,-,-
A267,College St. Westbound Near Sheridan Ave.,9,2022-11-08T00:00:00Z,45139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,179,212,194,121,132,53,149,117,239,-,-,-,-
A119,Dundas St. W. Westbound Near Carlyle St.,10,2022-11-09T00:00:00Z,45139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,205,245,162,146,171,109,93,130,279,8,-,-,-
A169,Queens Quay W. Eastbound East of Bathurst St.,10,2022-11-10T00:00:00Z,45139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103,134,109,30,37,63,63,63,136,2,-,-,-
A268,Bloor St. E. Westbound East of Castle Frank Rd.,11,2022-11-09T00:00:00Z,45140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122,198,209,242,246,190,298,147,189,8,-,-,-
A269,Howland Ave. Southbound South of Wells St.,11,2022-11-23T00:00:00Z,45140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,289,123,90,176,47,94,250,225,8,-,-,-
A270,Yonge St. Northbound Near Glen Elm Ave.,12,2022-11-18T00:00:00Z,45119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,725,1425,807,552,988,730,1003,1137,695,-,-,-,-
A271,Russell Hill Rd. Northbound North of Coulson Ave.,12,2022-11-16T00:00:00Z,45119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,730,896,523,424,566,371,702,1390,414,-,-,-,-
A272,Alexander St. Eastbound East of Yonge St.,13,2022-11-09T00:00:00Z,45139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,11,6,4,8,5,0,7,7,-,-,-,-
A273,Sherbourne St. Southbound South of Wellesley St. E.,13,2022-11-09T00:00:00Z,45139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,411,582,411,228,372,300,429,378,582,11,-,-,-
A274,Dundas St. E. Eastbound West of Boulton Ave.,14,2022-12-07T00:00:00Z,45146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,137,86,121,177,110,106,152,191,47,-,-,-
A275,Carlaw Ave. Southbound South of Queen St. E.,14,2022-12-02T00:00:00Z,45146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,109,183,114,104,103,100,93,0,43,-,-,-
A276,Overlea Blvd. Eastbound East of William Morgan Dr.,15,2022-12-02T00:00:00Z,45125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,767,545,569,586,375,407,422,685,-,-,-,-
A277,Fenn Ave. Northbound North of Gordon Rd.,15,2022-12-02T00:00:00Z,45125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,858,280,243,334,234,223,157,188,-,-,-,-
A278,Don Mills Rd. Southbound North of Overlea Blvd.,16,2022-12-02T00:00:00Z,45125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,807,864,760,789,576,1374,468,583,-,-,-,-
A279,Fenelon Dr. Northbound Near Karen Rd.,16,2022-12-02T00:00:00Z,45147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,274,273,174,147,150,153,115,138,31,-,-,-
A280,Old Sheppard Ave. Eastbound East of Ladner Dr.,17,2022-12-02T00:00:00Z,45147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,431,215,257,286,175,234,230,305,62,-,-,-
A281,Van Horne Ave. Eastbound Near Silas Hill Dr.,17,2023-01-12T00:00:00Z,45147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,208,376,214,151,228,208,258,40,-,-,-
A069,Denison Ave. Southbound South of Grange Ave.,10,2023-02-17T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,402,427,394,218,1020,787,597,754,656
A283,Hilda Ave. Northbound North of Drewry Ave.,18,2022-11-16T00:00:00Z,45125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,528,1229,695,731,1103,660,952,703,386,-,-,-,-
A284,Gerrard St. E. Eastbound East of Beaton Ave.,19,2022-12-09T00:00:00Z,45146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,246,297,265,411,206,406,349,360,118,-,-,-
A285,Wolverleigh Blvd. Westbound West of Glebemount Ave.,19,2022-12-09T00:00:00Z,45146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,45,28,38,47,31,24,24,11,-,-,-
A286,Midland Ave. Northbound South of Aylesworth Ave.,20,2022-12-09T00:00:00Z,45132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,487,493,432,280,399,694,534,558,-,-,-,-
A287,Blantyre Ave. Northbound South of Swanwick Ave.,20,2022-12-07T00:00:00Z,45132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,48,54,49,43,45,44,61,-,-,-,-
A288,Midland Ave. Southbound North of Tara Ave.,21,2022-12-09T00:00:00Z,45126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,451,789,661,432,466,600,377,511,-,-,-,-
A289,Dorcot Ave. Westbound West of Lyon Heights Rd.,21,2022-12-09T00:00:00Z,45126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,68,35,39,57,77,72,57,-,-,-,-
A290,Finch Ave. E. Westbound West of Birchmount Rd.,22,2022-12-16T00:00:00Z,45125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,769,1494,1443,1002,1433,1507,489,879,-,-,-,-
A291,Glendower Circuit Southbound Near Nearwood Gate,22,2022-12-16T00:00:00Z,45125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,49,13,22,26,27,41,28,-,-,-,-
A292,Brimley Rd. Northbound North of Pitfield Rd.,23,2022-12-16T00:00:00Z,45133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,361,1293,1029,876,965,1099,412,1048,-,-,-,-
A293,Ingleton Blvd. Eastbound East of Presidents Court,23,2022-12-16T00:00:00Z,45133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,44,23,29,26,39,39,27,-,-,-,-
A294,Morningside Ave. Northbound North of Danzig St.,24,2022-12-12T00:00:00Z,45132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82,232,130,165,67,178,147,203,-,-,-,-
A295,Dormington Dr. Northbound North of Ellesmere Rd.,24,2022-12-21T00:00:00Z,45132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,58,41,32,34,28,24,37,-,-,-,-
A296,Morrish Rd. Southbound Near Starfire Dr.,25,2022-12-16T00:00:00Z,45133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,175,166,206,281,309,206,105,80,-,-,-,-
A297,Littles Rd. Southbound South of Rangeley Dr.,25,2022-12-16T00:00:00Z,45133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,102,53,70,85,43,61,42,-,-,-,-
A072,Essex St. Westbound West of Christie St.,11,2023-08-11T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123,122,82,133
A174,Queen St. E. Eastbound Near Sackville St.,13,2023-02-06T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,165,364,334,317,274,479,592,443,443,341
A207,Parkside Dr. South of Algonquin Ave.,4,2022-04-14T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3586,2845,2602,1937,2356,2279,1137,854,1841,1815,1751,1553,1729,2653,2068,3502,3357,2696,2129,2517
A282,Beecroft Rd. Southbound Near Lorraine Dr.,18,2022-11-11T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1214,1171,786,1121,1127,1015,1327,996,808,597,1236,476,106
A298,Thistle Down Blvd. Westbound East of Albion Rd.,1,2023-02-09T00:00:00Z,45195,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,247,166,157,103,25,41,31,42,-,-
A299,Martin Grove Rd. Northbound South of Eglinton Ave. W.,2,2023-02-09T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,435,1149,627,780,775,1133,873,819,570,725
A300,Lansdowne Ave. Southbound Near 108 Lansdowne Ave.,4,2023-02-06T00:00:00Z,45119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157,160,87,62,75,10,-,-,-,-
A301,Pritchard Ave. Westbound Near Batavia Ave.,5,2023-02-09T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,183,719,308,320,324,446,428,392,322,381
A302,Sheppard Ave. W. Westbound West of Keele St.,6,2023-02-17T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,192,589,169,672,638,641,908,651,652,429
A303,Driftwood Ave. Eastbound East of Jane St.,7,2023-02-16T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,346,220,285,175,243,162,165,141,120
A304,Avenue Rd. Northbound North of Elwood Blvd.,8,2023-02-09T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,631,780,630,760,1422,1852,1820,1181,880,468
A305,Bloor St. W. Westbound West of Clinton St.,11,2023-02-06T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,110,62,91,80,55,43,48,-,-,198
A306,Davisville Ave. Westbound East of Yonge St.,12,2023-02-09T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,155,321,280,229,373,220,328,194,191
A307,Logan Ave. Northbound Near Wolfrey Ave.,14,2023-02-17T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,817,314,621,505,818,708,866,280,692
A308,Harrison Rd. Northbound Near Vernham Ave.,15,2023-02-17T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,36,52,44,46,52,50,45,11,7
A309,Sloane Ave. Southbound Near Draycott Dr.,16,2023-02-17T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,204,54,129,94,177,162,243,51,125
A310,Freshmeadow Dr. Westbound West of Applegate Cres.,17,2023-02-17T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,170,70,136,70,118,112,100,63,77
